,ID,Section,Gender,State,City,Age (years),Height,Highest_Qualification,Favourite_Subject,Favourite_Colour,Work_Experience,Work_Industry,Hobby,Info_regarding_gim,Workexperience,Top_3_Competitors,Top_3_converts,Experience_Category,Info_0,Info_1,Info_2,Info_3,Info_4,Social_media,Online_search,Advertisement,Coaching,Friends/Family
239,240,PGDM BDA Section B,Woman,Uttar Pradesh,Varanasi,21,173.0,Under Graduation,Digital Marketing,Purple,0.0,,Dance,Research;Friends/Family;Online search;,Placement,"Great Lakes, Fore School of Management, IMT Ghaziabad","XLRI Jamshedpur, IMT Ghaziabad, Great Lakes",0 years,Online_search,Friends/Family,Online_search,,,0,1,0,0,1
240,241,PGDM BDA Section B,Man,Uttar Pradesh,Shamli,22,180.34,B.TECH,DBMS,Green,0.0,,Following geopolitics,Social media;,Have a fun journey and get good placement,"IMI Delhi, IMT Ghaziabad, Fore","LBSIM, IMS Ghaziabad, BIMTECH",0 years,Social media,,,,,1,0,0,0,0
241,242,PGDM BIFS,Woman,Maharashtra,Mumbai,26,5.4,M.Com,Accounts,Black,3.1666666666666665,Bank,Painting,Friends/Family;,Growth,"TAPMI, IRMA, GLIM","TAPMI, GLIM, WeSchool",2-5 years,Friends/Family,,,,,0,0,0,0,1
242,243,PGDM BIFS,Woman,Haryana,Gurgaon,25,174.0,Bcom,International business,Lilac,2.5,Audit,Swimming,Friends/Family;Online search;,Transformation,"IMT, IMI and BABY IIMS",,2-5 years,Friends/Family,Online_search,,,,0,1,0,0,1
243,244,PGDM BDA Section B,Man,Uttar Pradesh,Lucknow,22,185.0,Undergraduate,Math,Green,0.0,,Playing Cricket,Friends/Family;Social media;,Growth,"IIM Calcutta PGDBA, MDI Gurgaon, SCHRMD",,0 years,Friends/Family,Social media,,,,1,0,0,0,1
244,245,PGDM BDA Section B,Woman,Maharashtra,Aurangabad,21,5.0,Graduate,Statistics,Black,0.0,,Singing,Social media;,Great,"IIM Amritsar, IIM Kashipur, IIM Ranchi",IIM Amritsar,0 years,Social media,,,,,1,0,0,0,0
245,246,PGDM BIFS,Man,Maharashtra,Mumbai,25,174.0,BSc Statistics,Maths,Blue,3.0,Financial Services,Playing Sports,Social media;,Gaining knowledge and skills and getting good placements,"Tapmi, NIBM, KJ Somaiya",,2-5 years,Social media,,,,,1,0,0,0,0
246,247,PGDM BDA Section C,Man,RAJASTHAN,KOTA,20,5.1,B.com,Accounting Maths,Blue,0.0,,Playing sports,Friends/Family;,Placement,IMI IMT and IIM CAP,IMI and FORE,0 years,Friends/Family,,,,,0,0,0,0,1
247,248,PGDM BIFS,Woman,Odisha,Bhubaneswar,22,165.0,BA Hons (Economics),Corporate Finance,Black,0.0,,"Swimming, Bass guitar ",Online search;,PersonalDevelopment,"Baby IIMs, Tapmi, GreatLakes","MICA, IIMSambalpur, XIMB",0 years,Online_search,,,,,0,1,0,0,0
248,249,PGDM BDA Section C,Woman,Telangana,Hyderabad,23,159.0,B.Tech,Dbms,Black,0.0,,Dancing,Friends/Family;,Placement,"IIM C, IISc,IIM Kashipur",,0 years,Friends/Family,,,,,0,0,0,0,1
249,250,PGDM BDA Section C,Man,MadhyaPradesh,Indore,23,163.0,Btech,Maths,black,8.0,IT,Football,Online search;,To be placed with a good ctc,"ISB,XLRI","Tapmi,Greatlakes,IMT ghaziabad",7-10 years,Online_search,,,,,0,1,0,0,0
250,251,PGDM BDA Section B,Woman,MADHYA PRADESH,INDORE,24,5.3,B.TECH,STATISTICS,WHITE,3.0,IT,Reading,Online search;,Leader,"Great lakes, IIM Kashipur and Baby & New IIMs","IIM Jammu, IIM Bodh Gaya, IIM Sirmaur",2-5 years,Online_search,,,,,0,1,0,0,0
251,252,PGDM BDA Section C,Man,Delhi,New Delhi,22,178.0,B.sc. Hons Mathematics,Statistics,Orange,0.0,,Playing gamed,Friends/Family;,To get high placements and also succeed as a manager in the near future,"IIM Kashipur analytics program, SCMHRD, NMIMS Mumbai business analytics",,0 years,Friends/Family,,,,,0,0,0,0,1
252,253,PGDM BDA Section C,Man,Jharkhand,Dhanbad,25,180.0,B.TECH,Signals & Systems,Green,2.5,IT,Watching Sports,Advertisement;,Learning,"IIM B, IIM C, SP JAIN","IIT Mandi, IIT Jodhpur",2-5 years,Advertisement,,,,,0,0,1,0,0
253,254,PGDM BDA Section C,Woman,Madhya Pradesh,Indore,23,5.5,Undergraduate,Programming,Blue,0.0,,Dancing,Online search;,Adventure,"SIBM , XIMB, IMT,GLIM","GLIM,NIRMA,SIDTM",0 years,Online_search,,,,,0,1,0,0,0
254,255,PGDM BDA Section B,Man,West Bengal,Kalyani,25,171.0,B.Tech,Physics,Black,2.5,IT,Playing Football,Online search;,Growth,"SIBM Bangalore, IIM Kashipur(Data and Analytics), GLIM",,2-5 years,Online_search,,,,,0,1,0,0,0
255,256,PGDM BDA Section B,Man,Goa,Vasco Da Gama,24,180.0,Bachelor of Engineering,Maths,Black,1.0,Machine Construction,Chess,Friends/Family;,Growth,"GLIM, TAPMI, IMI","NMIMS Indore, SDA Bocconi",1-2 years,Friends/Family,,,,,0,0,0,0,1
256,257,PGDM BDA Section C,Woman,Maharashtra,Nashik,26,169.0,BE,Maths,Black,3.0,IT industry,Travelling,Friends/Family;Advertisement;,Networking,"IIM Calcutta, IIM Bengaluru, Great Lakes Chennai","Welingkar, FORE Delhi",2-5 years,Friends/Family,Advertisement,,,,0,0,1,0,1
257,258,PGDM BDA Section C,Man,Maharashtra,Jalgaon,24,5.9,B.E computer science,MySql,"Black, Pine Green",2.4,IT,Football,Online search;,Business leader,"SIBM, XLRI, IIT",,2-5 years,Online_search,,,,,0,1,0,0,0
258,259,PGDM BDA Section C,Man,Gujarat,Ahmedabad,22,180.0,Bachelor of commerce B.com,Statistics,Black,0.0,,Cooking,Online search;,Success,"Great lakes institute, tapmi, baby iim's",,0 years,Online_search,,,,,0,1,0,0,0
259,260,PGDM BDA Section C,Man,Chhattisgarh,Bhilai,22,163.0,B.tech,Physics,Red,0.0,,Chess,Friends/Family;,transformational,"SCHMRD, IIM Kashipur, IIM Ranchi ",,0 years,Friends/Family,,,,,0,0,0,0,1
260,261,PGDM BIFS,Man,Uttar Pradesh,Sitapur,26,179.0,BSc Hons Electronics,IFI,Orange,2.6,Content Writing and Digital Marketing,Writing,Friends/Family;Online search;,To excel professionally and learn the chops to reach the higher echelons of the corporate world.,"NIBM, IIM Udaipur, XIMB",Great Lakes,2-5 years,Friends/Family,Online_search,,,,0,1,0,0,1
261,262,PGDM BIFS,Man,Bihar,Patna,29,175.0,Graduate,Financial Modelling,Yellow,2.4166666666666665,Edtech,Community service projects,Social media;,Placement,NIBM,,2-5 years,Social media,,,,,1,0,0,0,0
262,263,PGDM BIFS,Woman,Haryana,Rohtak,23,165.0,Mcom,Financial institutes,White,2.5,30,Cooking,Friends/Family;,To be in good position in the recognised company,"NIBM, IIM U, XIMB",great lakes,2-5 years,Friends/Family,,,,,0,0,0,0,1
263,264,PGDM BIFS,Man,Jammu and Kashmir,Jammu,24,5.9,Bba,Finance,Red,0.9,Audit,Sports,Social media;,Learning,Kj iim jammu iim bg,,1-2 years,Social media,,,,,1,0,0,0,0
264,265,PGDM BIFS,Man,Delhi,New Delhi,25,173.0,B.com Honors,Accounting,Black,2.0,Travel,Gymming,Friends/Family;,Growth,"TAPMI, SIMB, IIM Amritsar","FORE, TAPMI, IIM Bodh Gaya",1-2 years,Friends/Family,,,,,0,0,0,0,1
265,266,PGDM BIFS,Man,UP,Lucknow,28,177.0,M.tech,Geotechnical engineering,Navy blue,3.0,Edtech,Reading books,Online search;,Learning,"IMI Delhi, IIM Bodhgaya, Great lakes","SIOM, SIMC,MDI Murshidabad",2-5 years,Online_search,,,,,0,1,0,0,0
266,267,PGDM BDA Section C,Man,Maharashtra,Nagpur,24,174.0,B.E.,Data Visualization,Saffron,1.75,IT,Sleeping,Online search;,Money,"TAPMI, FORE, Great Lakes","Great Lakes, IMI, IMT",1-2 years,Online_search,,,,,0,1,0,0,0
267,268,PGDM BIFS,Woman,Tamil Nadu,Erode,20,5.01,BBA(Hons) Graduate,Maths,Blue,0.0,,Embroidery,Online search;,Development,"IMT Ghaziabad, IIM Sambalpur, Great lakes","NIT Trichy, LIBA",0 years,Online_search,,,,,0,1,0,0,0
268,269,PGDM BDA Section C,Man,Punjab,Amritsar,23,68.0,B.Tech.,Programming,Black,1.0,Paytail,Playing Cricket,Social media;Advertisement;,Good placements,"SP JAIN, Great Lakes , NMIMS","Great lakes, Bits Pilani",1-2 years,Social media,Advertisement,,,,1,0,1,0,0
269,270,PGDM BIFS,Man,Goa,Panaji,26,163.5,Bachelor of Engineering,Cloud computing,Blue,2.3,,Reading,Social media;,Be atleast in the top10 percentile and receive recognition from GIM. Networking and doing my part to stop climate change.,"SPJIMR, NMIMS Mumbai, XLRI ",,2-5 years,Social media,,,,,1,0,0,0,0
270,271,PGDM BDA Section B,Man,Maharashtra,Aurangabad,25,180.0,Be,Marketing,Blue,1.75,,Cricket,Friends/Family;,To enjoy,Iim ahmedabad  calcuta bangalore,"Iim jammu,iim bodhgaya",1-2 years,Friends/Family,,,,,0,0,0,0,1
271,272,PGDM BDA Section C,Man,West Bengal,Kolkata,25,184.0,BTech,DBMS,Black,2.0,IT,Playing the guitar,Friends/Family;,Career Transition,"IIM UDAIPUR, IIM RANCHI, IIT KANPUR",Great Lakes Chennai,1-2 years,Friends/Family,,,,,0,0,0,0,1
272,273,PGDM BDA Section B,Man,jharkhand,dhanbad,25,173.0,b.sc,MATHS,all colour,3.0,retail,playing cricket,Friends/Family;,confidence,iimB,SCHMRD,2-5 years,Friends/Family,,,,,0,0,0,0,1
273,274,PGDM BDA Section C,Man,West Bengal,Kolkata,27,160.0,CA(Inter),Accounts,Black,1.5,Consulting,Swimming,Social media;Advertisement;Online search;,Development,"IIM Kashipur, ",,1-2 years,Social media,Advertisement,Online_search,,,1,1,1,0,0
274,275,PGDM BIFS,Man,west bengal,howrah,24,5.5,B.com,finance,red,5.0,iron and steel wholesale and retail,play cricket and badminton,Online search;Advertisement;Social media;,a good placement in a good finance firm,"Great lakes chennai,Tapmi , imi delhi","tapmi core,Imt hyderabad,nagpur,",2-5 years,Online_search,Advertisement,Social media,,,1,1,1,0,0
275,276,PGDM BDA Section B,Man,Karnataka,Mangalore,26,182.0,B.tech,Statistics,Black,2.2,Reliance Industries Limited,Chess,Online search;,Growth,"NMIMS , SIBM, IMTG",IMTG,2-5 years,Online_search,,,,,0,1,0,0,0
276,277,PGDM BDA Section B,Man,Uttarakhand,dehradun,23,174.0,MSc physics,Geography,Dark blue,0.0,,Learning about Geo politics,Friends/Family;,Placement,"IMI delhi,IMT gaziabad,SIBM bengaluru","TAPMI, FORE",0 years,Friends/Family,,,,,0,0,0,0,1
277,278,PGDM BDA Section C,Woman,Goa,Margao,27,159.0,Bachelor of engineering,Math,Yellow,4.0,Adage Automation,Calisthenics,Friends/Family;,Placement,"IIM Kashipur, NMIMS, SIBM",,2-5 years,Friends/Family,,,,,0,0,0,0,1
278,279,PGDM BDA Section C,Woman,Rajasthan,Jaipur,24,167.0,B.Com(HONS) and ACCA,Math,Black,6.0,consulting,cooking,Online search;,change myself,"scmhrd Business analytics, IIM kashipur  business analytics, FORE big data analytics","imi BFSI, fore big data analytics",5-7 years,Online_search,,,,,0,1,0,0,0
279,280,PGDM BDA Section C,Man,Goa,Ponda,25,5.9,Bachelor in Engineering,Data Visualization,Black,2.5,TCS,Playing Video Games,Friends/Family;TV/Radio;Social media;Advertisement;Online search;,To be one of the best version of myself,"NMIMS, SCMHRD,GLIM","NMIMS, SCMHRD,GIM",2-5 years,Friends/Family,Online_search,Social media,Advertisement,Online search,1,1,1,0,1
280,281,PGDM BDA Section C,Man,Bihar,Patna,22,5.7,Graduation,Accounting,Black,0.0,Fresher,Sports,Social media;,Placement in good company with high package,"IIM Kashipur, IIM Bangalore, IIM Trichy",IIM Bodhgya,0 years,Social media,,,,,1,0,0,0,0
281,283,PGDM FT Section D,Man,Uttar Pradesh,Lucknow,24,183.0,Graduation,Mathematics,Black,2.5,Hospitality,Swimming,Social media;,Experience,"Imt ghaziabad, Tapmi, IMI Delhi ","Tapmi, IMI Delhi, FORE",2-5 years,Social media,,,,,1,0,0,0,0
282,286,PGDM FT Section D,Woman,Gujarat,aahmedabad,20,147.0,pursuing post graduation,human resources,black,0.0,,Swimming,Friends/Family;,holistic development,"GLIM, Tapmi, IMI Delhi",,0 years,Friends/Family,,,,,0,0,0,0,1
283,287,PGDM FT Section D,Man,Uttarakhand,Lohaghat,24,170.0,Bachelor's of Computer Application,Computer science + Finance Subjects,Res,0.0,,Playing Chess,Social media;Friends/Family;Online search;,Committement,TAPMI Baby IIMS IMI New Delhi,,0 years,Social media,Friends/Family,Online_search,,,1,1,0,0,1
284,289,PGDM FT Section D,Man,Karnataka,Udupi,26,172.0,Bachelor of Engineering,Design and Modelling,Blue,2.4166666666666665,ITC ABD,"Playing chess, cricket and Watching F1",Coaching centre ;,Transforming,"IIM Vishakapatnam, IMT, IMI",SIOM Nashik SIBM Bengaluru GLIM Chennai,2-5 years,Coaching,,,,,0,0,0,1,0
285,290,PGDM FT Section D,Woman,Telangana,Hyderabad,25,173.0,MSc in Biotechnology,Biology,Black,2.0,Journalism,Painting,Online search;,Growth,"SPJIMR, TISS, KJS","SCMHRD, SIMS, IMI Delhi",1-2 years,Online_search,,,,,0,1,0,0,0
286,294,PGDM FT Section D,Woman,Madhya Pradesh,Indore,22,158.0,Bachelor's of commerce,Strategic Management,Yellow,0.0,,Sketching/painting,Coaching institute;,Transformation,"TAPMI, NIBM and IMI Delhi",,0 years,Coaching,,,,,0,0,0,1,0
287,296,PGDM FT Section E,Man,Delhi,Delhi,22,180.0,Undergraduation Degree,Marketing Management,Green,0.0,,Music,Social media;Online search;,Placement,"MICA, IMT G, GLIM C",IMT G,0 years,Social media,Online_search,,,,1,1,0,0,0
288,302,PGDM FT Section E,Man,Delhi,New Delhi,23,172.0,Bachelors,History,Yellow,0.5,Hospitality,Making memes,Social media;Advertisement;,Skills,"IMT,IMI, TAPMI","Symbiosis,Tapmi,KJ Somaiya,LBSIM",1-2 years,Social media,Advertisement,,,,1,0,1,0,0
289,303,PGDM FT Section E,Man,Maharashtra,Mumbai,26,510.0,B. Sc,Marketing Management,Green,2.6666666666666665,Sports,Gym,Friends/Family;,Transformation,"Great Lakes, IMT G, TAPMI","NMIMS Bangalore, Great Lakes Chennai",2-5 years,Friends/Family,,,,,0,0,0,0,1
290,305,PGDM FT Section E,Woman,West Bengal,Kolkata,22,163.0,B.Tech,Mathematics,Blue,0.0,,Graphic Designing,Online search;Friends/Family;,Career development,"TAPMI Manipal, IMI Delhi, GLIM Chennai","TAPMI Manipal, GLIM Chennai",0 years,Online_search,Friends/Family,,,,0,1,0,0,1
291,306,PGDM FT Section E,Man,Kerala,Trivandrum,24,180.0,Btech,Mathematics,Red,1.0,Pharmaceutical Distribution,Lifting,Online search;,Placement,"TAPMI,IMI,XIMB",XIMB,1-2 years,Online_search,,,,,0,1,0,0,0
292,308,PGDM FT Section E,Woman,Delhi,Delhi,24,163.0,Graduation,Communication,Black,1.0,HR,Reading,Friends/Family;,Knowledge,"IMT ghaziabad, MICA, XIMB",,1-2 years,Friends/Family,,,,,0,0,0,0,1
293,309,PGDM FT Section E,Man,Andhra Pradesh,Kadapa,22,5.1,B.tech,computers,"Blue,black",0.0,,Travelling,Social media;Online search;,"Learn, career change","Great Lakes, IMI, IMT",,0 years,Social media,Online_search,,,,1,1,0,0,0
294,312,PGDM FT Section E,Man,Bihar,Patna,23,5.8,Graduation [LLB],Law [Criminal law jurisprudence],Red,0.0,,Watching cricket,Advertisement;Social media;,To equip me with the basic skills of business and network with peers pan India.,"IIM A, IIM B, IIM C","IMI D, AND did not give any further interview as received the best offer from GIM.",0 years,Advertisement,Social media,,,,1,0,1,0,0
295,313,PGDM FT Section E,Man,Tamil Nadu,Salem,23,167.0,B.E,Mathematics,White,1.0,IT,Gym,Friends/Family;Advertisement;Online search;,Become Corporate Ready,"IMI, GLIM, TAPMI",,1-2 years,Friends/Family,Advertisement,Online_search,,,0,1,1,0,1
296,317,PGDM FT Section E,Man,Delhi,New Delhi,20,179.0,B.com(Hons),Maths,Blue,0.0,,Sports,Social media;,Career,"IMI, TAPMI, KJ SOMAIYA",,0 years,Social media,,,,,1,0,0,0,0
297,318,PGDM FT Section E,Woman,Telangana,Hyderabad,22,170.0,Undergraduate,Psychology,Purple,0.0,,Swimming,Social media;Friends/Family;,Growth,"IMT G, TAPMI, IMI","IMI, IMT G, SIBM H",0 years,Social media,Friends/Family,,,,1,0,0,0,1
298,323,PGDM FT Section E,Man,Jharkhand,Jamshedpur,22,172.0,BA Economics,"Financial Management, Econometrics, Operation research ",Red,0.0,,"Football, Photography, Videography and Graphics Design ",Friends/Family;Online search;,Learning,"IMT G, XIMB, IMI",IMT G,0 years,Friends/Family,Online_search,,,,0,1,0,0,1
299,324,PGDM FT Section E,Man,Kerala,Trivandrum,27,179.0,Undergraduate,Programming languages,Orange,2.5,IT industry,Training martial arts,Coaching centre;,Experience,"Great lakes, Symbiosis pune, JBIMS","SIIB Pune, KJ Somaiya",2-5 years,Coaching,,,,,0,0,0,1,0
300,326,PGDM FT Section E,Woman,Karnataka,Bangalore,21,158.0,"B.A Psychology, Sociology, Economics ",Economics,Blacl,0.0,,Reading,Friends/Family;,Management,Unsure,"SCIT, GLIM, IRMA",0 years,Friends/Family,,,,,0,0,0,0,1
301,327,PGDM FT Section E,Woman,Maharashtra,Mumbai,26,167.64,M.A. in Psychology,Human Resources,Charcoal Grey,2.5833333333333335,Healthcare,Watching Movie,Online search;,Growth,"TAPMI, IIM Mumbai, XLRI",TAPMI,2-5 years,Online_search,,,,,0,1,0,0,0
302,330,PGDM FT Section D,Man,Uttarakhand,Haridwar,25,181.0,Under Graduation,Economics,Grey,3.0,Audit,Gaming,Friends/Family;Online search;,Upskilling,"IMT-G, GLIM-C, IMI-D",,2-5 years,Friends/Family,Online_search,,,,0,1,0,0,1
303,331,PGDM FT Section E,Woman,Rajasthan,Jaipur,24,156.0,BA Economics Honours,Communication,Black,1.25,Marketing,Cooking and watching F1,Social media;,High placement,"Tapmi, imi, imt",,1-2 years,Social media,,,,,1,0,0,0,0
304,335,PGDM HCM,Man,Maharashtra,Pune,24,187.0,Graduate,,Black,1.0,Dentistry,WorkOut,Online search;,Experience,"TISS, IIHMR, SIHS",TISS,1-2 years,Online_search,,,,,0,1,0,0,0
305,338,PGDM HCM,Woman,Rajasthan,Kishangarh,23,172.0,Undergraduation,Chemistry,Lilac,0.0,,Reading,Friends/Family;,Personality,"IIM Jammu, IIM Bodh Gaya","IIM Jammu, IIM Bodh Gaya ",0 years,Friends/Family,,,,,0,0,0,0,1
306,341,PGDM HCM,Woman,Maharashtra,Mumbai,24,164.0,B.P.Th. (Bachelor's in physiotherapy),English,Yellow,1.0,Healthcare (Physiotherapy clinic chain),Dancing,Social media;Advertisement;Online search;,Being able to develop the skillset required to become a good healthcare consultant,"IIM JAMMU, IIM bodh gaya, IIHMR","Welingkar, TISS (MHA)",1-2 years,Social media,Advertisement,Online_search,,,1,1,1,0,0
307,342,PGDM HCM,Man,Jammu and Kashmir,Kulgam,24,511.0,Bachelor's,Logical reasoning,Black,2.1666666666666665,Fertilizer distributorship,Swimming,Coaching institute ;,Placement,"IIM Jammu, IIM bodhgaya, Kj Somaiya ","Kj somaiya, Tapmi",2-5 years,Coaching,,,,,0,0,0,1,0
308,345,PGDM HCM,Man,Maharashtra,Navi Mumbai,23,163.0,Master's,Healthcare policy,Purple,0.0,,Singing,Online search;,Placement,"IIM Jammu, IIM Bodh Gaya, NMIMS Mumbai ",,0 years,Online_search,,,,,0,1,0,0,0
309,348,PGDM HCM,Woman,Chandigarh,Chandigarh,23,158.0,Graduate,Biology,Blue,0.7,Healthcare,Dance,Friends/Family;,Rise,"Tiss, IIM Jammu, IIM Bhodgaya ",Symbiosis,1-2 years,Friends/Family,,,,,0,0,0,0,1
310,354,PGDM HCM,Man,TELANGANA,HYDERABAD,25,182.0,Pharm D,Clinical research,RED,1.75,Healthcare (clinical trials and pharmacovgilence),Playing video hames,Friends/Family;,Development,"IIM JAMMU, KJ SOMAIYA , WELINGKAR ",KJ SOMAIYA,1-2 years,Friends/Family,,,,,0,0,0,0,1
311,359,PGDM HCM,Man,West bengal,Kolkata,24,177.0,BTech biotechnology,Biotechnology,Red,9.0,"Business development, IT",Reading,Social media;Online search;Friends/Family;,Excellence,"IIM JAMMU, IIM BODHGAYA, TAPMI","KJ Somaiya, TAPMI",7-10 years,Social media,Online_search,Friends/Family,,,1,1,0,0,1
312,360,PGDM HCM,Man,Delhi,South West Delhi,25,175.0,Master's in Biotechnology,Healthcare Analytics,Black,0.0,,Playing Football,Social media;,Transformation,WELLINGKAR KJ SOMAIYA NMIMS,NMIMS Pharmaceutical Management,0 years,Social media,,,,,1,0,0,0,0
313,361,PGDM HCM,Woman,Haryana,Faridabad,24,163.0,Masters in science,English,Red,0.0,,Baking,Online search;,Growth,"IIM jamu, wellingker, kj somaya",,0 years,Online_search,,,,,0,1,0,0,0
314,365,PGDM HCM,Man,Maharashtra,Nashik,26,169.0,Bachelor of Dental surgery,Gen Medicine,Navy blue,8.0,Healthcare,Swimming trekking,Online search;,Self betterment,IIM jammu IIM BG wellingkar,Wellingkar IIM BG,7-10 years,Online_search,,,,,0,1,0,0,0
315,368,PGDM HCM,Man,Kerala,Kochi,22,187.0,Bachelors (Engineering),Science,Navy Blue,0.0,,"Singing, music",Friends/Family;,Balance,"K J Somaiah, Welingkar",DidnÕt apply,0 years,Friends/Family,,,,,0,0,0,0,1
316,369,PGDM FT Section D,Woman,Madhya Pradesh,Indore,22,158.0,B.pharmacy,Literature,Blue,0.0,,Reading,Online search;,Learning,Imt G SIIB P FORE D,,0 years,Online_search,,,,,0,1,0,0,0
317,371,PGDM FT Section A,Woman,Maharashtra,Mumbai,22,157.0,BA,Sociology,Purple,0.0,,Travelling,Friends/Family;,Growth,"Tapmi, SP jain, SDA Bocconi",,0 years,Friends/Family,,,,,0,0,0,0,1
318,379,PGDM BDA Section A,Man,Goa,Panjim,22,174.0,B.Tech,Maths,Black,0.0,Fresher,Trekking,Friends/Family;,Growth,"TAPMI, FORE and Great Lakes","IRMA, IIFM, SIOM",0 years,Friends/Family,,,,,0,0,0,0,1
319,380,PGDM FT Section A,Man,Telangana,Hyderabad,23,175.0,B.com (honours),Maths,White,1.0,Finance,Playing,Social media;,Enjoyment,"Imt ghaziabad, imi Delhi, great lakes",,1-2 years,Social media,,,,,1,0,0,0,0
320,383,PGDM FT Section A,Man,Uttar Pradesh,Jaunpur,24,176.0,Bachelors in Law,Mathematics,Olive Green,0.0,,Listening to music,Online search;,Placement,"Tapmi, Great lakes and IMI",,0 years,Online_search,,,,,0,1,0,0,0
321,385,PGDM FT Section A,Man,West Bengal,Kolkata,21,5.9,Graduate,Operations,Green,8.0,Paint Manufacturing,"Football, Traveling ",Friends/Family;,Learning,XIMB IIM AMRITSAR TAPMI,XIMB IIM AMRITSAR,7-10 years,Friends/Family,,,,,0,0,0,0,1
322,386,PGDM FT Section A,Woman,Delhi,Delhi,22,163.0,Graduation,English,Blue,0.0,,"Sketching, Fiction novels",Online search;,Growth,"IMT G, IMI DELHI, GLIM C","GLIM G, TAPMI, BIMTECH",0 years,Online_search,,,,,0,1,0,0,0
323,389,PGDM FT Section A,Woman,West Bengal,Kolkata,25,164.0,BBA (Marketing),Marketing Management,Purple,4.0,Advertising & Marketing,Doodling,Friends/Family;Online search;,Holistic Growth,"TAPMI, IMI D, MICA","TAPMI, NMIMS - Bang, KJ Somiaya ",2-5 years,Friends/Family,Online_search,,,,0,1,0,0,1
324,392,PGDM FT Section A,Woman,Kerala,Trivandrum,25,152.0,Bachelor of fisheries science,Communication,Black,0.0,,Listening to music,Friends/Family;,Exciting,"TAPMI, IMT, GLIM. ",PGDM CORE,0 years,Friends/Family,,,,,0,0,0,0,1
325,394,PGDM FT Section A,Woman,Maharashtra,Mumbai,22,165.0,BAMMC Graduate,Communication,Blue,1.6666666666666667,Advertisement,Dance,Friends/Family;Online search;,Upskill,"TAPMI, Great lakes Chennai, IMI Delhi","Great Lakes, IBS Hyderabad, Flame University ",1-2 years,Friends/Family,Online_search,,,,0,1,0,0,1
326,395,PGDM FT Section A,Woman,Rajasthan,Udaipur,23,168.0,Undergraduate,Law,Purple,2.0,Software,Dancing,Friends/Family;,Learning,"SP Jain , NMIMS , XLRI","IIM Shillong , IIM Sambhalpur , IIM Sirmaur ",1-2 years,Friends/Family,,,,,0,0,0,0,1
327,399,PGDM BDA Section A,Woman,Kerala,Kochi,21,172.0,B.Com,English,Black,0.0,,Journaling,Online search;,Success,"TAPMI, IIMs, Great Lakes","Loyola, IMT, IMI",0 years,Online_search,,,,,0,1,0,0,0
328,402,PGDM BDA Section A,Man,West Bengal,Durgapur,24,176.0,B.Tech,Mathematics,Black,1.9,Supply Chain Management,Movies,Social media;Advertisement;Online search;,Success,"IMT, New IIMs, IITs","IMT, IIT Mandi, IIT Jodhpur, UPES",1-2 years,Social media,Advertisement,Online_search,,,1,1,1,0,0
329,403,PGDM BDA Section A,Man,Delhi,Delhi,21,177.0,Undergraduate,Python programming,Blue,0.0,,Playing football,Social media;Advertisement;Online search;,Growth,"IIM Kashipur, MDI Gurgaon, BITS Pilani","Fore School of Management, LBSIM, IMI Kolkata",0 years,Social media,Advertisement,Online_search,,,1,1,1,0,0
330,406,PGDM BDA Section A,Man,Bihar,Bhagalpur,25,175.0,Post graduate,Maths,Blue,3.0,Quest Global,Sketching,Friends/Family;Social media;Online search;,Growth,BIFS,BDA,2-5 years,Friends/Family,Social media,Online_search,,,1,1,0,0,1
331,410,PGDM BDA Section A,Man,Uttar pradesh,Lucknow,25,175.0,BE-CSE,Maths,Purple,2.0,IT,Spending time with family,Friends/Family;,To be at best,"Glim, tapmi,SIBM ",Bda,1-2 years,Friends/Family,,,,,0,0,0,0,1
332,415,PGDM BDA Section A,Woman,Maharashtra,Nagpur,22,155.0,B. E. (Mechanical Engineering),Mathematics,Mauve,0.0,Fresher,Dance,Online search;,Independence,"IIM B, IIM C, SPJIMR","SIBM Bengaluru, NMIMS Mumbai",0 years,Online_search,,,,,0,1,0,0,0
333,416,PGDM BDA Section A,Man,Maharashtra,Kolhapur,26,6.0,BE,Mathematics,Black,1.0,IT,Badminton,Online search;Friends/Family;,Excellence,"Bits Pilani , IIT Roorki",,1-2 years,Online_search,Friends/Family,,,,0,1,0,0,1
334,422,PGDM BDA Section A,Man,Uttar Pradesh,Lucknow,22,198.0,BBA,Critical Thinking,Black,0.0,Fresher,Sports,Friends/Family;,Grow,"TISS, IMT, IIM","TAPMI, KJ Somaiya, IMI Delhi, IMT",0 years,Friends/Family,,,,,0,0,0,0,1
335,428,PGDM FT Section E,Man,West Bengal,Asansol,24,178.0,B.Tech,Physics,White,0.0,,Sleeping,Social media;,Good,"Siib , ximb , mica",Siib,0 years,Social media,,,,,1,0,0,0,0
336,430,PGDM FT Section B,Man,Haryana,Ambala,23,185.0,Graduate,Maths,Blue,0.0,,Singing,Friends/Family;,Good,"IMT G, TAPMI, SIBM",0,0 years,Friends/Family,,,,,0,0,0,0,1
337,434,PGDM FT Section B,Woman,Uttrakhand,Dehradun,23,154.0,Bsc Agriculture,Communications,Pink,0.0,,Crocheting,Social media;,Opportunities,"TAPMI , Great Lakes Chennai, IMT Ghaziabad ","Great Lakes Chennai, IRMA, SIIB Pune",0 years,Social media,,,,,1,0,0,0,0
